lower,upper,quantity,interval,source,growth_rate_hr,condition,replicate
9.3427705,9.9333545,m_peri_ppc,10%,Li et al. 2014,0.738700370046123,MOPS minimal,0.0
9.63675,9.63675,m_peri_ppc,median,Li et al. 2014,0.738700370046123,MOPS minimal,0.0
8.472311999999999,22.469205,m_peri_ppc,95%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
9.1691395,20.634359999999997,m_peri_ppc,90%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
10.01798,18.833660000000002,m_peri_ppc,80%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
10.625340000000001,17.627074999999998,m_peri_ppc,70%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
10.731372,17.452184,m_peri_ppc,68%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
11.138919999999999,16.82494,m_peri_ppc,60%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
11.606275,16.097325,m_peri_ppc,50%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
12.05938,15.536529999999999,m_peri_ppc,40%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
12.4753,14.991375,m_peri_ppc,30%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
12.869660000000001,14.52774,m_peri_ppc,20%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
13.273555,14.10149,m_peri_ppc,10%,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
13.675049999999999,13.675049999999999,m_peri_ppc,median,Li et al. 2014,1.5693898427772346,MOPS complete without methionine,0.0
5.1778475,14.4823925,m_peri_ppc,95%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
5.6626970000000005,13.25096,m_peri_ppc,90%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
6.243064,12.023719999999999,m_peri_ppc,80%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
6.6761124999999995,11.2578,m_peri_ppc,70%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
6.7519712,11.117512,m_peri_ppc,68%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
7.016946,10.708219999999999,m_peri_ppc,60%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
7.3141075,10.265425,m_peri_ppc,50%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
7.579397,9.87973,m_peri_ppc,40%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
7.847417,9.537944,m_peri_ppc,30%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
8.118582,9.231078,m_peri_ppc,20%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
8.3703325,8.941265,m_peri_ppc,10%,Li et al. 2014,1.934364224818452,MOPS complete,0.0
8.642520000000001,8.642520000000001,m_peri_ppc,median,Li et al. 2014,1.934364224818452,MOPS complete,0.0
6.16871975,16.6535225,m_peri_ppc,95%,Mori et al. 2021,0.33,0.2% glucose,0.0
6.723874,15.351719999999998,m_peri_ppc,90%,Mori et al. 2021,0.33,0.2% glucose,0.0
7.409842,13.965819999999999,m_peri_ppc,80%,Mori et al. 2021,0.33,0.2% glucose,0.0
7.857003499999999,13.132845,m_peri_ppc,70%,Mori et al. 2021,0.33,0.2% glucose,0.0
7.9449636,12.98664,m_peri_ppc,68%,Mori et al. 2021,0.33,0.2% glucose,0.0
8.244328,12.506540000000001,m_peri_ppc,60%,Mori et al. 2021,0.33,0.2% glucose,0.0
8.58736,11.994299999999999,m_peri_ppc,50%,Mori et al. 2021,0.33,0.2% glucose,0.0
8.90848,11.52983,m_peri_ppc,40%,Mori et al. 2021,0.33,0.2% glucose,0.0
9.228302000000001,11.141755,m_peri_ppc,30%,Mori et al. 2021,0.33,0.2% glucose,0.0
9.52589,10.782119999999999,m_peri_ppc,20%,Mori et al. 2021,0.33,0.2% glucose,0.0
9.818416000000001,10.44548,m_peri_ppc,10%,Mori et al. 2021,0.33,0.2% glucose,0.0
10.1247,10.1247,m_peri_ppc,median,Mori et al. 2021,0.33,0.2% glucose,0.0
6.1432525,16.704205,m_peri_ppc,95%,Mori et al. 2021,0.34,0.2% glucose,0.0
6.7197405,15.374794999999999,m_peri_ppc,90%,Mori et al. 2021,0.34,0.2% glucose,0.0
7.376749,13.96265,m_peri_ppc,80%,Mori et al. 2021,0.34,0.2% glucose,0.0
7.864454,13.09785,m_peri_ppc,70%,Mori et al. 2021,0.34,0.2% glucose,0.0
7.95146,12.949012,m_peri_ppc,68%,Mori et al. 2021,0.34,0.2% glucose,0.0
8.264021999999999,12.45346,m_peri_ppc,60%,Mori et al. 2021,0.34,0.2% glucose,0.0
8.608215,11.97885,m_peri_ppc,50%,Mori et al. 2021,0.34,0.2% glucose,0.0
8.951789999999999,11.55458,m_peri_ppc,40%,Mori et al. 2021,0.34,0.2% glucose,0.0
9.237318499999999,11.167905000000001,m_peri_ppc,30%,Mori et al. 2021,0.34,0.2% glucose,0.0
9.545246,10.81244,m_peri_ppc,20%,Mori et al. 2021,0.34,0.2% glucose,0.0
9.853162,10.477425,m_peri_ppc,10%,Mori et al. 2021,0.34,0.2% glucose,0.0
10.174150000000001,10.174150000000001,m_peri_ppc,median,Mori et al. 2021,0.34,0.2% glucose,0.0
6.3143080000000005,17.304615,m_peri_ppc,95%,Mori et al. 2021,0.35,0.2% glucose,0.0
6.8882555000000005,15.810889999999992,m_peri_ppc,90%,Mori et al. 2021,0.35,0.2% glucose,0.0
7.592013,14.35436,m_peri_ppc,80%,Mori et al. 2021,0.35,0.2% glucose,0.0
8.082189,13.47012,m_peri_ppc,70%,Mori et al. 2021,0.35,0.2% glucose,0.0
8.1690356,13.328916000000001,m_peri_ppc,68%,Mori et al. 2021,0.35,0.2% glucose,0.0
8.485109999999999,12.81794,m_peri_ppc,60%,Mori et al. 2021,0.35,0.2% glucose,0.0
8.828455,12.2928,m_peri_ppc,50%,Mori et al. 2021,0.35,0.2% glucose,0.0
9.163283,11.854059999999999,m_peri_ppc,40%,Mori et al. 2021,0.35,0.2% glucose,0.0
9.486813499999998,11.446950000000001,m_peri_ppc,30%,Mori et al. 2021,0.35,0.2% glucose,0.0
9.786368,11.08586,m_peri_ppc,20%,Mori et al. 2021,0.35,0.2% glucose,0.0
10.105265,10.74576,m_peri_ppc,10%,Mori et al. 2021,0.35,0.2% glucose,0.0
10.42305,10.42305,m_peri_ppc,median,Mori et al. 2021,0.35,0.2% glucose,0.0
6.359477999999999,17.242115000000002,m_peri_ppc,95%,Mori et al. 2021,0.48,0.2% glucose,0.0
6.945252,15.911094999999998,m_peri_ppc,90%,Mori et al. 2021,0.48,0.2% glucose,0.0
7.667909,14.4951,m_peri_ppc,80%,Mori et al. 2021,0.48,0.2% glucose,0.0
8.1751335,13.58875,m_peri_ppc,70%,Mori et al. 2021,0.48,0.2% glucose,0.0
8.2712976,13.423295999999999,m_peri_ppc,68%,Mori et al. 2021,0.48,0.2% glucose,0.0
8.58629,12.91264,m_peri_ppc,60%,Mori et al. 2021,0.48,0.2% glucose,0.0
8.9602975,12.3807,m_peri_ppc,50%,Mori et al. 2021,0.48,0.2% glucose,0.0
9.306165,11.94055,m_peri_ppc,40%,Mori et al. 2021,0.48,0.2% glucose,0.0
9.6142335,11.563235,m_peri_ppc,30%,Mori et al. 2021,0.48,0.2% glucose,0.0
9.927576,11.20528,m_peri_ppc,20%,Mori et al. 2021,0.48,0.2% glucose,0.0
10.22894,10.86396,m_peri_ppc,10%,Mori et al. 2021,0.48,0.2% glucose,0.0
10.53365,10.53365,m_peri_ppc,median,Mori et al. 2021,0.48,0.2% glucose,0.0
6.848023,18.421404999999996,m_peri_ppc,95%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
7.4517495,16.960254999999993,m_peri_ppc,90%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
8.161024,15.366249999999999,m_peri_ppc,80%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
8.7200515,14.45239,m_peri_ppc,70%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
8.8073984,14.329796,m_peri_ppc,68%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
9.154514,13.78764,m_peri_ppc,60%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
9.5411375,13.240975,m_peri_ppc,50%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
9.892866999999999,12.7742,m_peri_ppc,40%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
10.22392,12.3446,m_peri_ppc,30%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
10.55426,11.954799999999999,m_peri_ppc,20%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
10.9043,11.584925,m_peri_ppc,10%,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
11.243549999999999,11.243549999999999,m_peri_ppc,median,Mori et al. 2021,0.4892803627481966,0.2% galactose,0.0
6.3074065,17.139574999999997,m_peri_ppc,95%,Mori et al. 2021,0.49,0.2% glucose,0.0
6.900729,15.664424999999996,m_peri_ppc,90%,Mori et al. 2021,0.49,0.2% glucose,0.0
7.610356,14.32384,m_peri_ppc,80%,Mori et al. 2021,0.49,0.2% glucose,0.0
8.082797,13.467715,m_peri_ppc,70%,Mori et al. 2021,0.49,0.2% glucose,0.0
8.1744672,13.34388,m_peri_ppc,68%,Mori et al. 2021,0.49,0.2% glucose,0.0
8.489939999999999,12.85228,m_peri_ppc,60%,Mori et al. 2021,0.49,0.2% glucose,0.0
8.87108,12.367075,m_peri_ppc,50%,Mori et al. 2021,0.49,0.2% glucose,0.0
9.21925,11.8941,m_peri_ppc,40%,Mori et al. 2021,0.49,0.2% glucose,0.0
9.5457925,11.48884,m_peri_ppc,30%,Mori et al. 2021,0.49,0.2% glucose,0.0
9.862186,11.143080000000001,m_peri_ppc,20%,Mori et al. 2021,0.49,0.2% glucose,0.0
10.17948,10.82128,m_peri_ppc,10%,Mori et al. 2021,0.49,0.2% glucose,0.0
10.4872,10.4872,m_peri_ppc,median,Mori et al. 2021,0.49,0.2% glucose,0.0
6.4012955,17.227044999999997,m_peri_ppc,95%,Mori et al. 2021,0.5,0.2% glucose,0.0
6.914023500000001,15.708124999999999,m_peri_ppc,90%,Mori et al. 2021,0.5,0.2% glucose,0.0
7.620643,14.319310000000002,m_peri_ppc,80%,Mori et al. 2021,0.5,0.2% glucose,0.0
8.115455,13.441045,m_peri_ppc,70%,Mori et al. 2021,0.5,0.2% glucose,0.0
8.2007744,13.308848,m_peri_ppc,68%,Mori et al. 2021,0.5,0.2% glucose,0.0
8.530768,12.836020000000001,m_peri_ppc,60%,Mori et al. 2021,0.5,0.2% glucose,0.0
8.874165,12.320325,m_peri_ppc,50%,Mori et al. 2021,0.5,0.2% glucose,0.0
9.209,11.9037,m_peri_ppc,40%,Mori et al. 2021,0.5,0.2% glucose,0.0
9.522351,11.475705,m_peri_ppc,30%,Mori et al. 2021,0.5,0.2% glucose,0.0
9.812972,11.122,m_peri_ppc,20%,Mori et al. 2021,0.5,0.2% glucose,0.0
10.1363,10.772590000000001,m_peri_ppc,10%,Mori et al. 2021,0.5,0.2% glucose,0.0
10.45245,10.45245,m_peri_ppc,median,Mori et al. 2021,0.5,0.2% glucose,0.0
4.655190999999999,12.5835275,m_peri_ppc,95%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
5.091835,11.556555,m_peri_ppc,90%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
5.616705,10.580200000000001,m_peri_ppc,80%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
5.997561500000001,9.975218499999999,m_peri_ppc,70%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
6.0588868,9.8653432,m_peri_ppc,68%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
6.301254,9.512864,m_peri_ppc,60%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
6.561294999999999,9.149452499999999,m_peri_ppc,50%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
6.795307,8.820618,m_peri_ppc,40%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
7.0373865,8.522417,m_peri_ppc,30%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
7.269688,8.241508,m_peri_ppc,20%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
7.5190465,7.992394000000001,m_peri_ppc,10%,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
7.756705,7.756705,m_peri_ppc,median,Mori et al. 2021,0.5010702510071894,0.4% sodium acetate,0.0
6.87301725,18.343079999999997,m_peri_ppc,95%,Mori et al. 2021,0.55,0.2% glucose,0.0
7.481838,16.849999999999994,m_peri_ppc,90%,Mori et al. 2021,0.55,0.2% glucose,0.0
8.209004,15.466320000000001,m_peri_ppc,80%,Mori et al. 2021,0.55,0.2% glucose,0.0
8.7306475,14.505869999999998,m_peri_ppc,70%,Mori et al. 2021,0.55,0.2% glucose,0.0
8.8300492,14.355348,m_peri_ppc,68%,Mori et al. 2021,0.55,0.2% glucose,0.0
9.165868,13.831360000000002,m_peri_ppc,60%,Mori et al. 2021,0.55,0.2% glucose,0.0
9.553615,13.281600000000001,m_peri_ppc,50%,Mori et al. 2021,0.55,0.2% glucose,0.0
9.909305999999999,12.78422,m_peri_ppc,40%,Mori et al. 2021,0.55,0.2% glucose,0.0
10.270125,12.372105,m_peri_ppc,30%,Mori et al. 2021,0.55,0.2% glucose,0.0
10.59756,11.99898,m_peri_ppc,20%,Mori et al. 2021,0.55,0.2% glucose,0.0
10.93121,11.617645,m_peri_ppc,10%,Mori et al. 2021,0.55,0.2% glucose,0.0
11.270700000000001,11.270700000000001,m_peri_ppc,median,Mori et al. 2021,0.55,0.2% glucose,0.0
6.12871725,16.382844999999996,m_peri_ppc,95%,Mori et al. 2021,0.56,0.2% glucose,0.0
6.649127,15.062804999999999,m_peri_ppc,90%,Mori et al. 2021,0.56,0.2% glucose,0.0
7.288691,13.677470000000001,m_peri_ppc,80%,Mori et al. 2021,0.56,0.2% glucose,0.0
7.77445,12.85972,m_peri_ppc,70%,Mori et al. 2021,0.56,0.2% glucose,0.0
7.8544436,12.722128,m_peri_ppc,68%,Mori et al. 2021,0.56,0.2% glucose,0.0
8.156768,12.256820000000001,m_peri_ppc,60%,Mori et al. 2021,0.56,0.2% glucose,0.0
8.5051925,11.766575,m_peri_ppc,50%,Mori et al. 2021,0.56,0.2% glucose,0.0
8.834723,11.351659999999999,m_peri_ppc,40%,Mori et al. 2021,0.56,0.2% glucose,0.0
9.127991,10.9836,m_peri_ppc,30%,Mori et al. 2021,0.56,0.2% glucose,0.0
9.420054,10.624419999999999,m_peri_ppc,20%,Mori et al. 2021,0.56,0.2% glucose,0.0
9.7132745,10.315045,m_peri_ppc,10%,Mori et al. 2021,0.56,0.2% glucose,0.0
10.00695,10.00695,m_peri_ppc,median,Mori et al. 2021,0.56,0.2% glucose,0.0
5.19071375,14.003982499999998,m_peri_ppc,95%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
5.665977,12.837214999999999,m_peri_ppc,90%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
6.2359849999999994,11.73263,m_peri_ppc,80%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
6.6315155,11.064459999999999,m_peri_ppc,70%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
6.698381599999999,10.959364,m_peri_ppc,68%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
6.980976,10.5319,m_peri_ppc,60%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
7.2738575,10.11495,m_peri_ppc,50%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
7.537668,9.750274,m_peri_ppc,40%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
7.8066165,9.408692499999999,m_peri_ppc,30%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
8.049686,9.104924,m_peri_ppc,20%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
8.3046275,8.820650500000001,m_peri_ppc,10%,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
8.558705,8.558705,m_peri_ppc,median,Mori et al. 2021,0.6817841120261757,0.2% melibiose,0.0
6.4775315,18.849844999999995,m_peri_ppc,95%,Mori et al. 2021,0.69,0.2% glucose,0.0
7.074549500000001,17.30804,m_peri_ppc,90%,Mori et al. 2021,0.69,0.2% glucose,0.0
7.781074,15.648420000000002,m_peri_ppc,80%,Mori et al. 2021,0.69,0.2% glucose,0.0
8.3274695,14.691604999999997,m_peri_ppc,70%,Mori et al. 2021,0.69,0.2% glucose,0.0
8.424037199999999,14.536832,m_peri_ppc,68%,Mori et al. 2021,0.69,0.2% glucose,0.0
8.787478,13.93014,m_peri_ppc,60%,Mori et al. 2021,0.69,0.2% glucose,0.0
9.1813975,13.311825,m_peri_ppc,50%,Mori et al. 2021,0.69,0.2% glucose,0.0
9.578221,12.77895,m_peri_ppc,40%,Mori et al. 2021,0.69,0.2% glucose,0.0
9.954127499999998,12.308785000000002,m_peri_ppc,30%,Mori et al. 2021,0.69,0.2% glucose,0.0
10.32322,11.87698,m_peri_ppc,20%,Mori et al. 2021,0.69,0.2% glucose,0.0
10.70051,11.453845,m_peri_ppc,10%,Mori et al. 2021,0.69,0.2% glucose,0.0
11.065,11.065,m_peri_ppc,median,Mori et al. 2021,0.69,0.2% glucose,0.0
6.27684025,16.724687499999998,m_peri_ppc,95%,Mori et al. 2021,0.71,0.2% glucose,0.0
6.814833500000001,15.425345,m_peri_ppc,90%,Mori et al. 2021,0.71,0.2% glucose,0.0
7.491665,14.12228,m_peri_ppc,80%,Mori et al. 2021,0.71,0.2% glucose,0.0
7.975187,13.249715,m_peri_ppc,70%,Mori et al. 2021,0.71,0.2% glucose,0.0
8.059248799999999,13.116112,m_peri_ppc,68%,Mori et al. 2021,0.71,0.2% glucose,0.0
8.361246,12.631900000000002,m_peri_ppc,60%,Mori et al. 2021,0.71,0.2% glucose,0.0
8.730902500000001,12.108775000000001,m_peri_ppc,50%,Mori et al. 2021,0.71,0.2% glucose,0.0
9.043589,11.67369,m_peri_ppc,40%,Mori et al. 2021,0.71,0.2% glucose,0.0
9.377563499999999,11.294555,m_peri_ppc,30%,Mori et al. 2021,0.71,0.2% glucose,0.0
9.666518,10.9121,m_peri_ppc,20%,Mori et al. 2021,0.71,0.2% glucose,0.0
9.9752975,10.60157,m_peri_ppc,10%,Mori et al. 2021,0.71,0.2% glucose,0.0
10.28545,10.28545,m_peri_ppc,median,Mori et al. 2021,0.71,0.2% glucose,0.0
5.99012975,16.046279999999996,m_peri_ppc,95%,Mori et al. 2021,0.72,0.2% glucose,0.0
6.5009055,14.664724999999999,m_peri_ppc,90%,Mori et al. 2021,0.72,0.2% glucose,0.0
7.165634000000001,13.37251,m_peri_ppc,80%,Mori et al. 2021,0.72,0.2% glucose,0.0
7.6192285,12.592414999999999,m_peri_ppc,70%,Mori et al. 2021,0.72,0.2% glucose,0.0
7.7088399999999995,12.467996,m_peri_ppc,68%,Mori et al. 2021,0.72,0.2% glucose,0.0
7.981751999999999,12.00822,m_peri_ppc,60%,Mori et al. 2021,0.72,0.2% glucose,0.0
8.324349999999999,11.52665,m_peri_ppc,50%,Mori et al. 2021,0.72,0.2% glucose,0.0
8.641216,11.130899999999999,m_peri_ppc,40%,Mori et al. 2021,0.72,0.2% glucose,0.0
8.9334445,10.767835,m_peri_ppc,30%,Mori et al. 2021,0.72,0.2% glucose,0.0
9.226604,10.415159999999998,m_peri_ppc,20%,Mori et al. 2021,0.72,0.2% glucose,0.0
9.533513000000001,10.115745,m_peri_ppc,10%,Mori et al. 2021,0.72,0.2% glucose,0.0
9.80785,9.80785,m_peri_ppc,median,Mori et al. 2021,0.72,0.2% glucose,0.0
4.80793025,12.901287499999999,m_peri_ppc,95%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
5.2299465000000005,11.857174999999996,m_peri_ppc,90%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
5.748882999999999,10.780530000000002,m_peri_ppc,80%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
6.121424,10.161294999999999,m_peri_ppc,70%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
6.1789004,10.064048,m_peri_ppc,68%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
6.420240000000001,9.706294,m_peri_ppc,60%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
6.6836525,9.307365,m_peri_ppc,50%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
6.939098,8.964059,m_peri_ppc,40%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
7.1605929999999995,8.678924,m_peri_ppc,30%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
7.402668,8.38493,m_peri_ppc,20%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
7.643555500000001,8.1175785,m_peri_ppc,10%,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
7.870865,7.870865,m_peri_ppc,median,Mori et al. 2021,0.7701635339554948,40 mM glycerol + 30 mM succinate,0.0
5.132680000000001,13.773689999999997,m_peri_ppc,95%,Mori et al. 2021,0.81,0.2% glucose,0.0
5.6016645,12.607545,m_peri_ppc,90%,Mori et al. 2021,0.81,0.2% glucose,0.0
6.157371,11.511800000000001,m_peri_ppc,80%,Mori et al. 2021,0.81,0.2% glucose,0.0
6.5314535,10.828915,m_peri_ppc,70%,Mori et al. 2021,0.81,0.2% glucose,0.0
6.5993932,10.70758,m_peri_ppc,68%,Mori et al. 2021,0.81,0.2% glucose,0.0
6.854544000000001,10.2811,m_peri_ppc,60%,Mori et al. 2021,0.81,0.2% glucose,0.0
7.1503,9.8551875,m_peri_ppc,50%,Mori et al. 2021,0.81,0.2% glucose,0.0
7.414742,9.491322,m_peri_ppc,40%,Mori et al. 2021,0.81,0.2% glucose,0.0
7.654279,9.1835535,m_peri_ppc,30%,Mori et al. 2021,0.81,0.2% glucose,0.0
7.8993340000000005,8.908284,m_peri_ppc,20%,Mori et al. 2021,0.81,0.2% glucose,0.0
8.1489005,8.648557,m_peri_ppc,10%,Mori et al. 2021,0.81,0.2% glucose,0.0
8.390485,8.390485,m_peri_ppc,median,Mori et al. 2021,0.81,0.2% glucose,0.0
4.8282305,12.902069999999997,m_peri_ppc,95%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
5.265624,11.841445,m_peri_ppc,90%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
5.78617,10.814540000000001,m_peri_ppc,80%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
6.173932,10.182935,m_peri_ppc,70%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
6.24808,10.082976,m_peri_ppc,68%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
6.479204,9.712254,m_peri_ppc,60%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
6.762007499999999,9.342005,m_peri_ppc,50%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
7.013051,9.017777,m_peri_ppc,40%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
7.254387,8.731861499999999,m_peri_ppc,30%,Mori et al. 2021,0.8317766166719343,24 mM xylose + 20 mM oxaloacetate,0.0
