quantity,source,growth_rate_hr,mean_val,lower,upper
M_cyto,Peebo et al. 2015,0.63,162.08989675,148.17547499999998,177.13825
M_cyto,Peebo et al. 2015,0.65,166.713392,152.591925,181.89804999999998
M_cyto,Peebo et al. 2015,0.73,171.8835545,157.785725,186.71914999999998
M_cyto,Peebo et al. 2015,0.74,178.19053000000002,163.6538,193.53982499999998
M_cyto,Peebo et al. 2015,0.78,187.03771749999999,171.874275,202.76475000000002
M_cyto,Peebo et al. 2015,0.82,196.307617,180.69267499999998,212.98420000000002
M_cyto,Schmidt et al. 2016,0.66,174.72086524999997,159.9334,190.43095
M_cyto,Schmidt et al. 2016,0.3,128.96242425,114.53902500000001,144.92417500000002
M_cyto,Schmidt et al. 2016,0.12,106.583308575,92.73071,121.82892500000001
M_cyto,Schmidt et al. 2016,0.2,113.22052647499999,99.425895,128.32082499999999
M_cyto,Schmidt et al. 2016,0.35,127.58248675000002,114.074675,142.67565000000002
M_cyto,Schmidt et al. 2016,0.5,147.50171650000001,133.67522499999998,162.61114999999998
M_cyto,Schmidt et al. 2016,0.65,172.140904,157.55895,187.82004999999998
M_cyto,Schmidt et al. 2016,0.42,138.152826,124.34004999999999,153.468325
M_cyto,Schmidt et al. 2016,0.26,119.1195287,105.31535000000001,134.27575000000002
M_cyto,Schmidt et al. 2016,0.46,142.17823925,128.324075,157.365375
M_cyto,Schmidt et al. 2016,0.58,161.95492275000004,147.520725,177.434175
M_cyto,Schmidt et al. 2016,0.47,145.32634824999997,131.32365000000001,160.69205
M_cyto,Schmidt et al. 2016,1.27,278.79737174999997,252.348,306.3733
M_cyto,Schmidt et al. 2016,1.9,474.039897,400.30165,558.7683
M_cyto,Schmidt et al. 2016,0.47,145.3167555,131.31465,160.68105
M_cyto,Schmidt et al. 2016,0.55,152.49919,138.648625,167.441
M_cyto,Schmidt et al. 2016,0.63,162.25966999999997,148.33047499999998,177.323275
M_cyto,Schmidt et al. 2016,0.4,136.65857150000002,122.7406,152.10085
M_cyto,Schmidt et al. 2016,0.44,141.64656175,127.70365,157.05125
M_cyto,Schmidt et al. 2016,0.55,157.934258,143.5906,173.40805
M_cyto,Soufi et al. 2015,0.6931471805599453,172.49926049999996,158.18124999999998,187.85535
M_cyto,Valgepea et al. 2013,0.11,109.233804275,94.88466249999999,124.955575
M_cyto,Valgepea et al. 2013,0.21,121.02230425,106.408375,137.0088
M_cyto,Valgepea et al. 2013,0.31,132.46980050000002,117.79379999999999,148.7736
M_cyto,Valgepea et al. 2013,0.4,144.53068050000002,129.8106,160.86197500000003
M_cyto,Valgepea et al. 2013,0.49,157.06053574999999,142.2195,173.2981
M_peri,Caglar et al. 2017,0.6630116912775283,10.7673369075,9.8567645,11.7327475
M_peri,Caglar et al. 2017,0.7747553284413429,10.418389309999998,9.57204925,11.2962325
M_peri,Li et al. 2014,1.934364224818452,8.7971375675,7.39861875,10.4031425
M_peri,Li et al. 2014,1.5693898427772346,13.644119900000002,11.9885775,15.4592125
M_peri,Li et al. 2014,0.738700370046123,10.409007090000001,9.5587715,11.306637499999999
M_peri,Mori et al. 2021,0.4892803627481966,17.77468785,16.0943325,19.6138225
M_peri,Mori et al. 2021,0.33,14.860833725,13.248792499999999,16.6473175
M_peri,Mori et al. 2021,0.34,14.36827745,12.830264999999999,16.0825275
M_peri,Mori et al. 2021,0.35,15.126807825,13.5252425,16.9163775
M_peri,Mori et al. 2021,0.48,16.419036575,14.851855,18.138527500000002
M_peri,Mori et al. 2021,0.49,15.58762565,14.1146525,17.1992075
M_peri,Mori et al. 2021,0.5,14.857956275000001,13.4652225,16.379917499999998
M_peri,Mori et al. 2021,0.55,16.904823025,15.369457500000001,18.5611125
M_peri,Mori et al. 2021,0.56,15.626982425,14.2215875,17.156865
M_peri,Mori et al. 2021,0.69,28.322795175,25.9653925,30.8436375
M_peri,Mori et al. 2021,0.71,16.255362400000003,14.9151975,17.677985
M_peri,Mori et al. 2021,0.72,14.829199799999998,13.6086275,16.1165275
M_peri,Mori et al. 2021,0.81,13.15782305,12.111502499999999,14.277907500000001
M_peri,Mori et al. 2021,0.6817841120261757,9.150745102499998,8.38858175,9.97075175
M_peri,Mori et al. 2021,0.5010702510071894,10.271888904999999,9.309694749999998,11.32242
M_peri,Mori et al. 2021,1.1240224549620734,8.613796567500001,7.872447500000001,9.37192475
M_peri,Mori et al. 2021,0.8487516496652392,12.811625900000001,11.7888525,13.8912075
M_peri,Mori et al. 2021,0.9041050181216675,11.61874115,10.6987975,12.583275
M_peri,Mori et al. 2021,0.8317766166719343,11.0296722425,10.1510675,11.963802500000002
M_peri,Mori et al. 2021,0.7701635339554948,12.586566849999999,11.562225,13.6481325
M_peri,Peebo et al. 2015,0.21,10.6724568375,9.383714,12.082270000000001
M_peri,Peebo et al. 2015,0.22,9.686733855,8.526149499999999,10.9512425
M_peri,Peebo et al. 2015,0.26,9.442687105,8.3484085,10.64416
M_peri,Peebo et al. 2015,0.31,10.309656095000001,9.167445,11.578545
M_peri,Peebo et al. 2015,0.36,8.5159354775,7.6206967500000005,9.51641425
M_peri,Peebo et al. 2015,0.41,7.690967495,6.91442375,8.55387
M_peri,Peebo et al. 2015,0.46,6.62835672,5.982477,7.3364035
M_peri,Peebo et al. 2015,0.51,5.859596664999999,5.311028749999999,6.45310175
M_peri,Peebo et al. 2015,0.25,10.5491751625,9.317526,11.8959525
M_peri,Peebo et al. 2015,0.35,11.56014337,10.336179999999999,12.9277575
M_peri,Peebo et al. 2015,0.42,12.633503649999998,11.3704125,14.034030000000001
M_peri,Peebo et al. 2015,0.45,11.0417470925,9.957897749999999,12.233915000000001
M_peri,Peebo et al. 2015,0.53,10.160712514999998,9.22365225,11.166232500000001
M_peri,Peebo et al. 2015,0.55,9.5866684375,8.7159855,10.5259625
M_peri,Peebo et al. 2015,0.63,11.66907647,10.667362500000001,12.7524175
M_peri,Peebo et al. 2015,0.65,10.05941929,9.20731575,10.9757025
M_peri,Peebo et al. 2015,0.73,16.10932515,14.787975,17.4998125
M_peri,Peebo et al. 2015,0.74,10.076284417499998,9.254253,10.944247500000001
M_peri,Peebo et al. 2015,0.78,8.200156952499999,7.53537725,8.889683
M_peri,Peebo et al. 2015,0.82,3.4949861424999997,3.2169765,3.7918935
M_peri,Schmidt et al. 2016,0.66,7.429761137500001,6.800935,8.097796250000002
M_peri,Schmidt et al. 2016,0.3,8.0297543425,7.1317095,9.023584
M_peri,Schmidt et al. 2016,0.12,9.5894833425,8.34314575,10.961085
M_peri,Schmidt et al. 2016,0.2,10.5953805275,9.30444975,12.0084775
M_peri,Schmidt et al. 2016,0.35,11.423994364999999,10.2144825,12.775459999999999
M_peri,Schmidt et al. 2016,0.5,9.620993125,8.71913,10.60651
M_peri,Schmidt et al. 2016,0.65,8.765091739999999,8.02262625,9.56343225
M_peri,Schmidt et al. 2016,0.42,11.0774230025,9.969883000000001,12.305525000000001
M_peri,Schmidt et al. 2016,0.26,12.897795024999999,11.40313,14.53888
M_peri,Schmidt et al. 2016,0.46,9.8472332875,8.887706,10.899094999999999
M_peri,Schmidt et al. 2016,0.58,7.8910416224999995,7.187756,8.645258250000001
M_peri,Schmidt et al. 2016,0.47,9.67732429,8.744886500000002,10.70057
M_peri,Schmidt et al. 2016,1.27,14.303033775,12.946095000000001,15.71772
M_peri,Schmidt et al. 2016,1.9,15.648696824999998,13.214490000000001,18.4456775
M_peri,Schmidt et al. 2016,0.47,11.449454119999999,10.3462725,12.659985
M_peri,Schmidt et al. 2016,0.55,9.718315214999999,8.83567525,10.670465000000002
M_peri,Schmidt et al. 2016,0.63,11.1248906575,10.169865,12.1577175
M_peri,Schmidt et al. 2016,0.4,9.8479157,8.8449515,10.9607325
M_peri,Schmidt et al. 2016,0.44,10.550420987499999,9.5118755,11.697892500000002
M_peri,Schmidt et al. 2016,0.55,7.2205471075,6.5647614999999995,7.928008
M_peri,Soufi et al. 2015,0.6931471805599453,13.139966000000001,12.049245,14.309725
M_peri,Valgepea et al. 2013,0.11,14.084457024999999,12.234245,16.111575
M_peri,Valgepea et al. 2013,0.21,12.5203884225,11.0085325,14.1742825
M_peri,Valgepea et al. 2013,0.31,12.01705269,10.6856825,13.496052500000001
M_peri,Valgepea et al. 2013,0.4,11.290103092499999,10.1402675,12.5658525
M_peri,Valgepea et al. 2013,0.49,10.774595795000002,9.756465500000001,11.8885725
M_mem,Caglar et al. 2017,0.6630116912775283,16.677487675000002,15.267115,18.1728825
M_mem,Caglar et al. 2017,0.7747553284413429,22.569163399999997,20.7357125,24.47087
M_mem,Li et al. 2014,1.934364224818452,83.15346275,69.93421000000001,98.3336175
M_mem,Li et al. 2014,1.5693898427772346,51.331075874999996,45.1028125,58.159552500000004
M_mem,Li et al. 2014,0.738700370046123,35.61202802500001,32.703165000000006,38.68313
M_mem,Mori et al. 2021,0.4892803627481966,29.330759925000002,26.5579875,32.3656025
M_mem,Mori et al. 2021,0.33,27.7967688,24.781585,31.1382325
M_mem,Mori et al. 2021,0.34,27.205261875000005,24.2931325,30.450955
M_mem,Mori et al. 2021,0.35,27.93582,24.978012500000002,31.2407425
M_mem,Mori et al. 2021,0.48,28.622187325,25.89022,31.6196475
M_mem,Mori et al. 2021,0.49,29.0610475,26.315005,32.0655025
M_mem,Mori et al. 2021,0.5,28.430864099999997,25.765752499999998,31.34323
M_mem,Mori et al. 2021,0.55,30.85490485,28.05262,33.878005
M_mem,Mori et al. 2021,0.56,30.822446199999998,28.05038,33.839927499999995
M_mem,Mori et al. 2021,0.69,63.135554150000004,57.8805375,68.75480999999999
M_mem,Mori et al. 2021,0.71,32.069304824999996,29.4252975,34.8759675
M_mem,Mori et al. 2021,0.72,32.144989949999996,29.499045,34.935475000000004
M_mem,Mori et al. 2021,0.81,32.789509025,30.18196,35.58082
M_mem,Mori et al. 2021,0.6817841120261757,31.728608775,29.0859375,34.57184
M_mem,Mori et al. 2021,0.5010702510071894,25.593182799999997,23.1957625,28.2106525
M_mem,Mori et al. 2021,1.1240224549620734,43.11309729999999,39.4024875,46.907575
M_mem,Mori et al. 2021,0.8487516496652392,34.878726625000006,32.0941725,37.8179175
M_mem,Mori et al. 2021,0.9041050181216675,38.476656075,35.4301925,41.670942499999995
M_mem,Mori et al. 2021,0.8317766166719343,36.159998449999996,33.27959,39.222605
M_mem,Mori et al. 2021,0.7701635339554948,35.16242865,32.30079,38.1280925
M_mem,Peebo et al. 2015,0.21,17.647273525,15.516307500000002,19.978417500000003
M_mem,Peebo et al. 2015,0.22,17.476283175,15.3824275,19.757675
M_mem,Peebo et al. 2015,0.26,18.148522,16.0454,20.457715
M_mem,Peebo et al. 2015,0.31,19.186264125,17.0605725,21.5476825
M_mem,Peebo et al. 2015,0.36,19.956275800000004,17.858345,22.3007975
M_mem,Peebo et al. 2015,0.41,21.378067275000003,19.219555,23.776585
M_mem,Peebo et al. 2015,0.46,22.0257794,19.8795575,24.37861
M_mem,Peebo et al. 2015,0.51,23.242097774999998,21.066194999999997,25.5962075
M_mem,Peebo et al. 2015,0.25,16.732390849999998,14.77888,18.868545
M_mem,Peebo et al. 2015,0.35,17.832805825000005,15.944715,19.94249
M_mem,Peebo et al. 2015,0.42,18.5271286,16.674770000000002,20.581045
M_mem,Peebo et al. 2015,0.45,19.09711035,17.22256,21.159
M_mem,Peebo et al. 2015,0.53,20.906794225000002,18.978665,22.9756775
M_mem,Peebo et al. 2015,0.55,20.136280924999998,18.30745,22.1092325
M_mem,Peebo et al. 2015,0.63,22.198553025000002,20.29293,24.259435
M_mem,Peebo et al. 2015,0.65,22.46824575,20.564992500000002,24.514705000000003
M_mem,Peebo et al. 2015,0.73,24.08408455,22.108662499999998,26.16292
M_mem,Peebo et al. 2015,0.74,25.763776675000003,23.661929999999998,27.98302
M_mem,Peebo et al. 2015,0.78,25.604035600000003,23.5282975,27.757002500000002
M_mem,Peebo et al. 2015,0.82,28.61514245,26.3390075,31.0461275
M_mem,Schmidt et al. 2016,0.66,19.0557327,17.442935000000002,20.7691225
M_mem,Schmidt et al. 2016,0.3,14.205814075000001,12.616995000000001,15.964032500000002
M_mem,Schmidt et al. 2016,0.12,14.838224675000001,12.909730000000001,16.960630000000002
M_mem,Schmidt et al. 2016,0.2,15.729604625,13.8131,17.827415000000002
M_mem,Schmidt et al. 2016,0.35,18.079141525,16.164915,20.21799
M_mem,Schmidt et al. 2016,0.5,19.801973475,17.945795,21.83042
M_mem,Schmidt et al. 2016,0.65,18.50896485,16.9410925,20.194805000000002
M_mem,Schmidt et al. 2016,0.42,16.607559975000004,14.947085000000001,18.4487375
M_mem,Schmidt et al. 2016,0.26,14.26152025,12.6088225,16.0761875
M_mem,Schmidt et al. 2016,0.46,19.155249,17.288775,21.201385000000002
M_mem,Schmidt et al. 2016,0.58,18.846816550000003,17.1670675,20.64822
M_mem,Schmidt et al. 2016,0.47,17.820769099999996,16.1036575,19.7050275
M_mem,Schmidt et al. 2016,1.27,32.678940000000004,29.5787325,35.9112675
M_mem,Schmidt et al. 2016,1.9,48.897814274999995,41.291644999999995,57.63764
M_mem,Schmidt et al. 2016,0.47,15.946781325,14.4102625,17.632915
M_mem,Schmidt et al. 2016,0.55,22.335006725,20.3065425,24.52335
M_mem,Schmidt et al. 2016,0.63,22.914244850000003,20.947225,25.0415375
M_mem,Schmidt et al. 2016,0.4,15.9459534,14.3219525,17.7478175
M_mem,Schmidt et al. 2016,0.44,16.216336475,14.620062500000001,17.979945
M_mem,Schmidt et al. 2016,0.55,19.117645575,17.381349999999998,20.990727500000002
M_mem,Soufi et al. 2015,0.6931471805599453,23.1834263,21.2591,25.2472475
M_mem,Valgepea et al. 2013,0.11,5.497815285,4.775607999999999,6.289099
M_mem,Valgepea et al. 2013,0.21,5.637172015,4.9564604999999995,6.3818275
M_mem,Valgepea et al. 2013,0.31,6.086843624999999,5.412481,6.83599675
M_mem,Valgepea et al. 2013,0.4,6.1802572625,5.550832,6.878594250000001
M_mem,Valgepea et al. 2013,0.49,6.141733775,5.56138025,6.7767025
rho_cyto,Caglar et al. 2017,0.6630116912775283,257.63726925000003,224.413775,297.53382500000004
rho_cyto,Caglar et al. 2017,0.7747553284413429,245.78581575,216.4849,280.73365
rho_cyto,Li et al. 2014,1.934364224818452,173.53925499999997,135.15155,219.82832500000004
rho_cyto,Li et al. 2014,1.5693898427772346,192.8059365,160.7285,229.668175
rho_cyto,Li et al. 2014,0.738700370046123,224.205091,196.83435,257.033975
rho_cyto,Mori et al. 2021,0.4892803627481966,230.27070425000002,195.2204,272.651225
rho_cyto,Mori et al. 2021,0.33,238.31437100000002,196.18712499999998,289.9387
rho_cyto,Mori et al. 2021,0.34,240.58705774999999,198.3174,292.10135
rho_cyto,Mori et al. 2021,0.35,237.48938900000002,196.142975,287.800975
rho_cyto,Mori et al. 2021,0.48,233.42053049999998,197.44375,276.841225
rho_cyto,Mori et al. 2021,0.49,234.0376115,198.4269,277.08642499999996
rho_cyto,Mori et al. 2021,0.5,236.35844075,200.710675,279.456475
rho_cyto,Mori et al. 2021,0.55,228.59293825,195.5677,267.8726500000001
rho_cyto,Mori et al. 2021,0.56,232.303734,199.049975,271.99172500000003
rho_cyto,Mori et al. 2021,0.69,461.86898199999996,403.612775,531.9656500000001
rho_cyto,Mori et al. 2021,0.71,226.57362949999998,198.12495,260.452275
rho_cyto,Mori et al. 2021,0.72,228.2327275,199.89677500000002,262.26352499999996
rho_cyto,Mori et al. 2021,0.81,228.1656655,201.260325,259.7933
rho_cyto,Mori et al. 2021,0.6817841120261757,237.846515,207.713675,274.043
rho_cyto,Mori et al. 2021,0.5010702510071894,249.66885700000003,212.027175,295.131075
rho_cyto,Mori et al. 2021,1.1240224549620734,216.3183505,190.169975,244.70270000000002
rho_cyto,Mori et al. 2021,0.8487516496652392,225.81230125,199.401775,256.509325
rho_cyto,Mori et al. 2021,0.9041050181216675,222.10708549999998,196.249775,251.59385000000003
rho_cyto,Mori et al. 2021,0.8317766166719343,226.70702624999998,200.204925,257.7175
rho_cyto,Mori et al. 2021,0.7701635339554948,226.9823665,199.890625,259.44765
rho_cyto,Peebo et al. 2015,0.21,266.1834665,213.574975,329.8063250000001
rho_cyto,Peebo et al. 2015,0.22,268.88907,216.420325,332.71470000000005
rho_cyto,Peebo et al. 2015,0.26,266.43545675,216.43292499999998,327.49565
rho_cyto,Peebo et al. 2015,0.31,260.7898945,213.981425,318.31435
rho_cyto,Peebo et al. 2015,0.36,261.564828,216.720925,316.574075
rho_cyto,Peebo et al. 2015,0.41,258.95264375,216.508125,310.47970000000004
rho_cyto,Peebo et al. 2015,0.46,258.27846600000004,218.0467,307.23642500000005
rho_cyto,Peebo et al. 2015,0.51,255.9447575,217.6895,302.16515
rho_cyto,Peebo et al. 2015,0.25,267.64863825000003,217.267825,329.44115000000005
rho_cyto,Peebo et al. 2015,0.35,259.99189075000004,214.7278,315.07007500000003
rho_cyto,Peebo et al. 2015,0.42,254.14736674999997,212.971625,304.14745
rho_cyto,Peebo et al. 2015,0.45,255.5057765,215.31505,304.50135000000006
rho_cyto,Peebo et al. 2015,0.53,250.9584005,214.02157499999998,295.16415
rho_cyto,Peebo et al. 2015,0.55,252.86722774999998,216.335125,296.31797500000005
rho_cyto,Peebo et al. 2015,0.63,243.673925,211.132975,282.33574999999996
rho_cyto,Peebo et al. 2015,0.65,245.28992525,213.024975,283.64292500000005
rho_cyto,Peebo et al. 2015,0.73,232.07209525000002,203.57772500000002,266.329275
rho_cyto,Peebo et al. 2015,0.74,238.02042325,208.968975,272.85880000000003
rho_cyto,Peebo et al. 2015,0.78,239.35144,210.865125,273.2283
rho_cyto,Peebo et al. 2015,0.82,240.681196,212.4747,274.0117
rho_cyto,Schmidt et al. 2016,0.66,254.32211174999998,221.44725,293.793525
rho_cyto,Schmidt et al. 2016,0.3,277.03944275,226.79482499999997,338.66495
rho_cyto,Schmidt et al. 2016,0.12,278.65493374999994,219.213475,351.37442500000003
rho_cyto,Schmidt et al. 2016,0.2,271.22051150000004,217.07152499999998,336.89915
rho_cyto,Schmidt et al. 2016,0.35,259.58072450000003,214.38877499999998,314.57207500000004
rho_cyto,Schmidt et al. 2016,0.5,255.1082535,216.63242499999998,301.624525
rho_cyto,Schmidt et al. 2016,0.65,253.27555275,219.95997500000001,292.877
rho_cyto,Schmidt et al. 2016,0.42,260.53893650000003,218.32755,311.79654999999997
rho_cyto,Schmidt et al. 2016,0.26,267.28136950000004,217.119925,328.53565000000003
rho_cyto,Schmidt et al. 2016,0.46,256.768134,216.77175000000003,305.4403250000001
rho_cyto,Schmidt et al. 2016,0.58,256.93995125,220.68875,299.91655000000003
rho_cyto,Schmidt et al. 2016,0.47,259.63004475,219.30677500000002,308.2726
rho_cyto,Schmidt et al. 2016,1.27,211.76685175000003,183.991075,242.35925
rho_cyto,Schmidt et al. 2016,1.9,185.70617600000003,145.789525,233.68722500000004
rho_cyto,Schmidt et al. 2016,0.47,259.612907,219.292775,308.25260000000003
rho_cyto,Schmidt et al. 2016,0.55,249.89224325,213.7902,292.83182500000004
rho_cyto,Schmidt et al. 2016,0.63,243.92913124999998,211.353975,282.63172499999996
rho_cyto,Schmidt et al. 2016,0.4,263.36702049999997,219.694625,316.5558
rho_cyto,Schmidt et al. 2016,0.44,261.40467700000005,219.79964999999999,312.1166
rho_cyto,Schmidt et al. 2016,0.55,258.798404,221.409975,303.26830000000007
rho_cyto,Soufi et al. 2015,0.6931471805599453,242.30208549999998,211.79545,278.988225
rho_cyto,Valgepea et al. 2013,0.11,288.72883425000003,226.747775,364.72662500000007
rho_cyto,Valgepea et al. 2013,0.21,286.76307925000003,230.086675,355.304075
rho_cyto,Valgepea et al. 2013,0.31,281.49625475000005,230.9713,343.58844999999997
rho_cyto,Valgepea et al. 2013,0.4,278.5380845,232.3506,334.78992500000004
rho_cyto,Valgepea et al. 2013,0.49,274.59168425000007,232.81085000000002,325.09967500000005
rho_peri,Caglar et al. 2017,0.6630116912775283,81.38479034999999,73.01446,90.10801
rho_peri,Caglar et al. 2017,0.7747553284413429,72.68223577500001,65.7657275,79.94615
rho_peri,Li et al. 2014,1.934364224818452,26.767888675000002,21.859575,32.6216925
rho_peri,Li et al. 2014,1.5693898427772346,53.88509035,46.507925,62.3600675
rho_peri,Li et al. 2014,0.738700370046123,74.518871075,67.199375,82.0447525
rho_peri,Mori et al. 2021,0.4892803627481966,152.18849099999997,133.890775,171.99142500000002
rho_peri,Mori et al. 2021,0.33,142.657625,123.061,164.45520000000002
rho_peri,Mori et al. 2021,0.34,136.94213775,118.31985,157.65347500000001
rho_peri,Mori et al. 2021,0.35,143.1398085,123.81790000000001,164.5845
rho_peri,Mori et al. 2021,0.48,141.52096275,124.3537,160.138675
rho_peri,Mori et al. 2021,0.49,133.39374475000002,117.360225,150.73440000000002
rho_peri,Mori et al. 2021,0.5,126.24001725000001,111.249975,142.5692
rho_peri,Mori et al. 2021,0.55,138.5679245,122.93265,155.4343
rho_peri,Mori et al. 2021,0.56,127.17750525,112.995975,142.53385
rho_peri,Mori et al. 2021,0.69,209.97283424999998,188.782725,232.02985
rho_peri,Mori et al. 2021,0.71,118.79368285,106.936825,131.01745
rho_peri,Mori et al. 2021,0.72,107.596829125,96.883345,118.52082500000002
rho_peri,Mori et al. 2021,0.81,89.50273725000001,81.143025,98.55256
rho_peri,Mori et al. 2021,0.6817841120261757,68.240617575,61.3116975,75.4311475
rho_peri,Mori et al. 2021,0.5010702510071894,87.20765295,76.868855,98.4782175
rho_peri,Mori et al. 2021,1.1240224549620734,46.7866371,42.300917500000004,51.602195
rho_peri,Mori et al. 2021,0.8487516496652392,84.759942225,77.00419,93.193915
rho_peri,Mori et al. 2021,0.9041050181216675,73.877716225,67.1548975,81.0852975
rho_peri,Mori et al. 2021,0.8317766166719343,73.86423149999999,67.04565,81.28353
rho_peri,Mori et al. 2021,0.7701635339554948,88.09779407500001,79.6878875,96.91411
rho_peri,Peebo et al. 2015,0.21,111.675539975,94.6317025,131.02949999999998
rho_peri,Peebo et al. 2015,0.22,100.63526934999999,85.4075275,117.841975
rho_peri,Peebo et al. 2015,0.26,95.320529175,81.407895,111.04107499999999
rho_peri,Peebo et al. 2015,0.31,100.40033735,86.329985,116.057
rho_peri,Peebo et al. 2015,0.36,80.00669612499999,69.2717425,91.9044075
rho_peri,Peebo et al. 2015,0.41,69.707720725,60.708285,79.50846750000001
rho_peri,Peebo et al. 2015,0.46,57.958166899999995,50.776255,65.714535
rho_peri,Peebo et al. 2015,0.51,49.4297315,43.63016,55.7437325
rho_peri,Peebo et al. 2015,0.25,107.257994225,91.42236750000001,125.07075
rho_peri,Peebo et al. 2015,0.35,109.38968009999999,94.62395749999999,125.77767500000002
rho_peri,Peebo et al. 2015,0.42,113.68554199999998,99.1302275,129.526675
rho_peri,Peebo et al. 2015,0.45,97.244393975,85.09306749999999,110.471125
rho_peri,Peebo et al. 2015,0.53,84.49095194999998,74.800895,95.0172425
rho_peri,Peebo et al. 2015,0.55,78.5813974,69.71473250000001,88.1463
rho_peri,Peebo et al. 2015,0.63,90.31442375,80.8100175,100.3554
rho_peri,Peebo et al. 2015,0.65,76.7470798,68.77267,85.083605
rho_peri,Peebo et al. 2015,0.73,116.049764275,104.58075000000001,127.782175
rho_peri,Peebo et al. 2015,0.74,72.0696797,64.98908,79.3406975
rho_peri,Peebo et al. 2015,0.78,56.992346225,51.583149999999996,62.686575000000005
rho_peri,Peebo et al. 2015,0.82,23.603908300000004,21.4021875,25.984865
rho_peri,Schmidt et al. 2016,0.66,56.27923020000001,50.477742500000005,62.325742500000004
rho_peri,Schmidt et al. 2016,0.3,78.7613153,67.6426625,91.1603075
rho_peri,Schmidt et al. 2016,0.12,107.04866675000001,89.4787925,127.0769
rho_peri,Schmidt et al. 2016,0.2,111.66861292499999,94.4727225,131.10175000000004
rho_peri,Schmidt et al. 2016,0.35,108.10133945,93.50947000000001,124.29665000000001
rho_peri,Schmidt et al. 2016,0.5,81.74436767499999,72.037875,92.3178275
rho_peri,Schmidt et al. 2016,0.65,66.87217115000001,59.9237875,74.13609
rho_peri,Schmidt et al. 2016,0.42,99.68279425,86.920335,113.57310000000001
rho_peri,Schmidt et al. 2016,0.26,130.19859775,111.195625,151.6711
rho_peri,Schmidt et al. 2016,0.46,86.103936225,75.43423499999999,97.62700000000001
rho_peri,Schmidt et al. 2016,0.58,63.30473880000001,56.4097625,70.74356999999999
rho_peri,Schmidt et al. 2016,0.47,84.012938,73.71072,95.15473250000001
rho_peri,Schmidt et al. 2016,1.27,69.97864250000002,62.508647499999995,78.242355
