clock_time,od_600nm,strain,carbon_source,replicate,date,elapsed_time_hr
2022-12-12 17:06:00,0.193,WT,acetate,1,2020-10-07,3.283333333333330
2022-12-12 17:26:00,0.216,WT,acetate,1,2020-10-07,3.6166666666666700
2022-12-12 12:50:00,0.117,WT,acetate,1,2021-07-21,0.0
2022-12-12 13:08:00,0.141,WT,acetate,1,2021-07-21,0.3
2022-12-12 13:33:00,0.166,WT,acetate,1,2021-07-21,0.7166666666666670
2022-12-12 13:54:00,0.195,WT,acetate,1,2021-07-21,1.0666666666666700
2022-12-12 14:38:00,0.27,WT,acetate,1,2021-07-21,1.8
2022-12-12 15:02:00,0.315,WT,acetate,1,2021-07-21,2.2
2022-12-12 10:30:00,0.113,WT,acetate,1,2021-08-04,0.0
2022-12-12 11:11:00,0.143,WT,acetate,1,2021-08-04,0.6833333333333330
2022-12-12 11:41:00,0.179,WT,acetate,1,2021-08-04,1.1833333333333300
2022-12-12 12:17:00,0.227,WT,acetate,1,2021-08-04,1.7833333333333300
2022-12-12 12:36:00,0.264,WT,acetate,1,2021-08-04,2.1
2022-12-12 12:53:00,0.3,WT,acetate,1,2021-08-04,2.3833333333333300
2022-12-12 13:21:00,0.372,WT,acetate,1,2021-08-04,2.85
2022-12-12 11:57:00,0.158,WT,acetate,1,2022-03-03,0.0
2022-12-12 12:27:00,0.192,WT,acetate,1,2022-03-03,0.5
2022-12-12 12:50:00,0.224,WT,acetate,1,2022-03-03,0.8833333333333330
2022-12-12 13:30:00,0.285,WT,acetate,1,2022-03-03,1.55
2022-12-12 14:30:00,0.398,WT,acetate,1,2022-03-03,2.55
2022-12-12 13:15:00,0.058,WT,acetate,1,2022-03-11,0.0
2022-12-12 14:20:00,0.075,WT,acetate,1,2022-03-11,1.0833333333333300
2022-12-12 15:18:00,0.106,WT,acetate,1,2022-03-11,2.0500000000000000
2022-12-12 16:18:00,0.141,WT,acetate,1,2022-03-11,3.05
2022-12-12 16:44:00,0.161,WT,acetate,1,2022-03-11,3.4833333333333300
2022-12-12 17:28:00,0.207,WT,acetate,1,2022-03-11,4.216666666666670
2022-12-12 17:46:00,0.227,WT,acetate,1,2022-03-11,4.5166666666666700
2022-12-12 14:13:00,0.09,WT,acetate,1,2022-03-13,0.0
2022-12-12 14:40:00,0.103,WT,acetate,1,2022-03-13,0.45
2022-12-12 15:12:00,0.127,WT,acetate,1,2022-03-13,0.9833333333333330
2022-12-12 15:58:00,0.168,WT,acetate,1,2022-03-13,1.75
2022-12-12 16:25:00,0.199,WT,acetate,1,2022-03-13,2.2
2022-12-12 16:53:00,0.237,WT,acetate,1,2022-03-13,2.6666666666666700
2022-12-12 17:25:00,0.281,WT,acetate,1,2022-03-13,3.2
2022-12-12 13:00:00,0.078,WT,acetate,1,2022-03-14,0.0
2022-12-12 13:30:00,0.09,WT,acetate,1,2022-03-14,0.5
2022-12-12 14:00:00,0.107,WT,acetate,1,2022-03-14,1.0
2022-12-12 14:40:00,0.135,WT,acetate,1,2022-03-14,1.6666666666666700
2022-12-12 14:54:00,0.145,WT,acetate,1,2022-03-14,1.9
2022-12-12 15:16:00,0.162,WT,acetate,1,2022-03-14,2.266666666666670
2022-12-12 15:22:00,0.17,WT,acetate,1,2022-03-14,2.3666666666666700
2022-12-12 16:06:00,0.21,WT,acetate,1,2022-03-14,3.1
2022-12-12 16:28:00,0.233,WT,acetate,1,2022-03-14,3.466666666666670
2022-12-12 16:31:00,0.237,WT,acetate,1,2022-03-14,3.5166666666666700
2022-12-12 11:53:00,0.066,WT,acetate,1,2022-03-15,0.0
2022-12-12 12:25:00,0.076,WT,acetate,1,2022-03-15,0.5333333333333330
2022-12-12 13:05:00,0.097,WT,acetate,1,2022-03-15,1.2
2022-12-12 14:03:00,0.14,WT,acetate,1,2022-03-15,2.166666666666670
2022-12-12 14:42:00,0.175,WT,acetate,1,2022-03-15,2.816666666666670
2022-12-12 15:24:00,0.22,WT,acetate,1,2022-03-15,3.5166666666666700
2022-12-12 16:05:00,0.275,WT,acetate,1,2022-03-15,4.2
2022-12-12 16:30:00,0.318,WT,acetate,1,2022-03-15,4.616666666666670
2022-12-12 13:31:00,0.057,WT,glucose,1,2020-07-10,0.0
2022-12-12 13:56:00,0.085,WT,glucose,1,2020-07-10,0.4166666666666670
2022-12-12 14:19:00,0.177,WT,glucose,1,2020-07-10,0.8
2022-12-12 14:32:00,0.143,WT,glucose,1,2020-07-10,1.0166666666666700
2022-12-12 14:45:00,0.176,WT,glucose,1,2020-07-10,1.2333333333333300
2022-12-12 15:04:00,0.239,WT,glucose,1,2020-07-10,1.55
2022-12-12 15:21:00,0.309,WT,glucose,1,2020-07-10,1.8333333333333300
2022-12-12 15:32:00,0.369,WT,glucose,1,2020-07-10,2.0166666666666700
2022-12-12 11:45:00,0.054,WT,glucose,1,2020-08-02,0.0
2022-12-12 12:13:00,0.081,WT,glucose,1,2020-08-02,0.4666666666666670
2022-12-12 12:40:00,0.121,WT,glucose,1,2020-08-02,0.9166666666666670
2022-12-12 13:04:00,0.173,WT,glucose,1,2020-08-02,1.3166666666666700
2022-12-12 13:12:00,0.197,WT,glucose,1,2020-08-02,1.45
2022-12-12 13:30:00,0.259,WT,glucose,1,2020-08-02,1.75
2022-12-12 13:56:00,0.377,WT,glucose,1,2020-08-02,2.1833333333333300
2022-12-12 14:46:00,0.04,WT,glucose,1,2020-08-03,0.0
2022-12-12 14:53:00,0.047,WT,glucose,1,2020-08-03,0.11666666666666700
2022-12-12 15:26:00,0.075,WT,glucose,1,2020-08-03,0.6666666666666670
2022-12-12 16:01:00,0.13,WT,glucose,1,2020-08-03,1.25
2022-12-12 16:16:00,0.165,WT,glucose,1,2020-08-03,1.5
2022-12-12 16:35:00,0.221,WT,glucose,1,2020-08-03,1.8166666666666700
2022-12-12 17:01:00,0.334,WT,glucose,1,2020-08-03,2.2500000000000000
2022-12-12 14:10:00,0.042,WT,glucose,1,2020-08-04,0.0
2022-12-12 14:38:00,0.063,WT,glucose,1,2020-08-04,0.4666666666666670
2022-12-12 14:56:00,0.084,WT,glucose,1,2020-08-04,0.7666666666666670
2022-12-12 15:20:00,0.122,WT,glucose,1,2020-08-04,1.1666666666666700
2022-12-12 15:50:00,0.195,WT,glucose,1,2020-08-04,1.6666666666666700
2022-12-12 16:21:00,0.284,WT,glucose,1,2020-08-04,2.1833333333333300
2022-12-12 16:37:00,0.33,WT,glucose,1,2020-08-04,2.45
2022-12-12 12:45:00,0.042,WT,glucose,1,2020-09-13,0.0
2022-12-12 13:12:00,0.062,WT,glucose,1,2020-09-13,0.45
2022-12-12 13:26:00,0.079,WT,glucose,1,2020-09-13,0.6833333333333330
2022-12-12 13:49:00,0.112,WT,glucose,1,2020-09-13,1.0666666666666700
2022-12-12 14:15:00,0.172,WT,glucose,1,2020-09-13,1.5
2022-12-12 14:30:00,0.223,WT,glucose,1,2020-09-13,1.75
2022-12-12 14:41:00,0.268,WT,glucose,1,2020-09-13,1.9333333333333300
2022-12-12 15:04:00,0.382,WT,glucose,1,2020-09-13,2.316666666666670
2022-12-12 12:10:00,0.084,WT,glucose,1,2020-10-06,0.0
2022-12-12 12:30:00,0.119,WT,glucose,1,2020-10-06,0.3333333333333330
2022-12-12 12:56:00,0.178,WT,glucose,1,2020-10-06,0.7666666666666670
2022-12-12 13:12:00,0.224,WT,glucose,1,2020-10-06,1.0333333333333300
2022-12-12 13:26:00,0.284,WT,glucose,1,2020-10-06,1.2666666666666700
2022-12-12 13:47:00,0.391,WT,glucose,1,2020-10-06,1.6166666666666700
2022-12-12 12:30:00,0.064,WT,glucose,1,2020-10-07,0.0
2022-12-12 12:56:00,0.093,WT,glucose,1,2020-10-07,0.43333333333333300
2022-12-12 13:12:00,0.111,WT,glucose,1,2020-10-07,0.7
2022-12-12 13:26:00,0.144,WT,glucose,1,2020-10-07,0.9333333333333330
2022-12-12 13:47:00,0.2,WT,glucose,1,2020-10-07,1.2833333333333300
2022-12-12 14:07:00,0.275,WT,glucose,1,2020-10-07,1.6166666666666700
2022-12-12 11:35:00,0.062,WT,glucose,1,2020-10-08,0.0
2022-12-12 12:43:00,0.165,WT,glucose,1,2020-10-08,1.1333333333333300
2022-12-12 13:00:00,0.215,WT,glucose,1,2020-10-08,1.4166666666666700
2022-12-12 13:12:00,0.262,WT,glucose,1,2020-10-08,1.6166666666666700
2022-12-12 13:28:00,0.331,WT,glucose,1,2020-10-08,1.8833333333333300
2022-12-12 13:20:00,0.066,WT,glucose,1,2020-11-20,0.0
2022-12-12 14:00:00,0.122,WT,glucose,1,2020-11-20,0.6666666666666670
2022-12-12 14:15:00,0.157,WT,glucose,1,2020-11-20,0.9166666666666670
2022-12-12 15:00:00,0.283,WT,glucose,1,2020-11-20,1.6666666666666700
2022-12-12 12:50:00,0.063,WT,glucose,1,2021-07-21,0.0
2022-12-12 13:08:00,0.09,WT,glucose,1,2021-07-21,0.3
2022-12-12 13:33:00,0.125,WT,glucose,1,2021-07-21,0.7166666666666670
2022-12-12 13:54:00,0.171,WT,glucose,1,2021-07-21,1.0666666666666700
2022-12-12 14:38:00,0.321,WT,glucose,1,2021-07-21,1.8
2022-12-12 11:11:00,0.126,WT,glucose,1,2021-08-04,0.0
2022-12-12 11:41:00,0.187,WT,glucose,1,2021-08-04,0.5
2022-12-12 12:17:00,0.322,WT,glucose,1,2021-08-04,1.1
2022-12-12 12:30:00,0.041,WT,glucose,1,2021-09-02,0.0
2022-12-12 12:49:00,0.051,WT,glucose,1,2021-09-02,0.31666666666666700
2022-12-12 13:20:00,0.082,WT,glucose,1,2021-09-02,0.8333333333333330
2022-12-12 13:40:00,0.1,WT,glucose,1,2021-09-02,1.1666666666666700
2022-12-12 14:20:00,0.178,WT,glucose,1,2021-09-02,1.8333333333333300
2022-12-12 14:56:00,0.275,WT,glucose,1,2021-09-02,2.433333333333330
2022-12-12 15:14:00,0.36,WT,glucose,1,2021-09-02,2.7333333333333300
2022-12-12 12:49:00,0.051,WT,glucose,1,2021-09-14,0.0
2022-12-12 13:20:00,0.082,WT,glucose,1,2021-09-14,0.5166666666666670
2022-12-12 13:40:00,0.1,WT,glucose,1,2021-09-14,0.85
2022-12-12 14:20:00,0.178,WT,glucose,1,2021-09-14,1.5166666666666700
2022-12-12 14:56:00,0.275,WT,glucose,1,2021-09-14,2.116666666666670
2022-12-12 15:14:00,0.36,WT,glucose,1,2021-09-14,2.4166666666666700
2022-12-12 13:00:00,0.216,WT,glucose,1,2022-03-14,0.0
2022-12-12 13:15:00,0.261,WT,glucose,1,2022-03-14,0.25
2022-12-12 13:20:00,0.27,WT,glucose,1,2022-03-14,0.3333333333333330
2022-12-12 13:30:00,0.298,WT,glucose,1,2022-03-14,0.5
2022-12-12 13:45:00,0.36,WT,glucose,1,2022-03-14,0.75
2022-12-12 13:50:00,0.383,WT,glucose,1,2022-03-14,0.8333333333333330
2022-12-12 11:53:00,0.063,WT,glucose,1,2022-03-15,0.0
2022-12-12 12:15:00,0.084,WT,glucose,1,2022-03-15,0.36666666666666700
2022-12-12 12:25:00,0.094,WT,glucose,1,2022-03-15,0.5333333333333330
2022-12-12 12:47:00,0.129,WT,glucose,1,2022-03-15,0.9
2022-12-12 13:05:00,0.167,WT,glucose,1,2022-03-15,1.2
2022-12-12 13:21:00,0.207,WT,glucose,1,2022-03-15,1.4666666666666700
2022-12-12 13:46:00,0.285,WT,glucose,1,2022-03-15,1.8833333333333300
2022-12-12 14:04:00,0.36,WT,glucose,1,2022-03-15,2.1833333333333300
2022-12-12 10:00:00,0.04,WT,glucose,1,2022-04-14,0.0
2022-12-12 11:00:00,0.125,WT,glucose,1,2022-04-14,1.0
2022-12-12 11:50:00,0.222,WT,glucose,1,2022-04-14,1.8333333333333300
2022-12-12 12:44:00,0.177,WT,glucose,1,2022-06-24,0.0
2022-12-12 13:12:00,0.241,WT,glucose,1,2022-06-24,0.4666666666666670
2022-12-12 13:30:00,0.333,WT,glucose,1,2022-06-24,0.7666666666666670
2022-12-12 12:44:00,0.157,WT,glucose,1,2022-06-25,0.0
2022-12-12 13:12:00,0.23,WT,glucose,1,2022-06-25,0.4666666666666670
2022-12-12 13:30:00,0.3,WT,glucose,1,2022-06-25,0.7666666666666670
2022-12-12 13:47:00,0.394,WT,glucose,1,2022-06-25,1.05
2022-12-12 03:05:00,0.042,WT,glucoseCAA,1,2020-07-27,0.0
2022-12-12 03:20:00,0.051,WT,glucoseCAA,1,2020-07-27,0.25
2022-12-12 03:35:00,0.07,WT,glucoseCAA,1,2020-07-27,0.5
2022-12-12 03:51:00,0.091,WT,glucoseCAA,1,2020-07-27,0.7666666666666670
2022-12-12 04:01:00,0.112,WT,glucoseCAA,1,2020-07-27,0.9333333333333330
2022-12-12 04:13:00,0.147,WT,glucoseCAA,1,2020-07-27,1.1333333333333300
2022-12-12 04:30:00,0.218,WT,glucoseCAA,1,2020-07-27,1.4166666666666700
2022-12-12 04:45:00,0.314,WT,glucoseCAA,1,2020-07-27,1.6666666666666700
2022-12-12 13:05:00,0.067,WT,glucoseCAA,1,2020-08-03,0.0
2022-12-12 13:18:00,0.096,WT,glucoseCAA,1,2020-08-03,0.21666666666666700
2022-12-12 13:32:00,0.12,WT,glucoseCAA,1,2020-08-03,0.45
2022-12-12 13:58:00,0.194,WT,glucoseCAA,1,2020-08-03,0.8833333333333330
2022-12-12 14:05:00,0.227,WT,glucoseCAA,1,2020-08-03,1.0
2022-12-12 14:09:00,0.244,WT,glucoseCAA,1,2020-08-03,1.0666666666666700
2022-12-12 14:18:00,0.294,WT,glucoseCAA,1,2020-08-03,1.2166666666666700
2022-12-12 14:30:00,0.376,WT,glucoseCAA,1,2020-08-03,1.4166666666666700
2022-12-12 12:20:00,0.042,WT,glucoseCAA,1,2020-08-04,0.0
2022-12-12 13:03:00,0.097,WT,glucoseCAA,1,2020-08-04,0.7166666666666670
2022-12-12 13:26:00,0.157,WT,glucoseCAA,1,2020-08-04,1.1
2022-12-12 13:50:00,0.237,WT,glucoseCAA,1,2020-08-04,1.5
2022-12-12 13:55:00,0.251,WT,glucoseCAA,1,2020-08-04,1.5833333333333300
2022-12-12 14:10:00,0.308,WT,glucoseCAA,1,2020-08-04,1.8333333333333300
2022-12-12 14:42:00,0.055,WT,glucoseCAA,1,2020-09-13,0.0
2022-12-12 15:05:00,0.099,WT,glucoseCAA,1,2020-09-13,0.38333333333333300
2022-12-12 15:18:00,0.113,WT,glucoseCAA,1,2020-09-13,0.6
2022-12-12 15:28:00,0.136,WT,glucoseCAA,1,2020-09-13,0.7666666666666670
2022-12-12 15:43:00,0.19,WT,glucoseCAA,1,2020-09-13,1.0166666666666700
2022-12-12 15:55:00,0.247,WT,glucoseCAA,1,2020-09-13,1.2166666666666700
2022-12-12 16:07:00,0.315,WT,glucoseCAA,1,2020-09-13,1.4166666666666700
2022-12-12 16:14:00,0.364,WT,glucoseCAA,1,2020-09-13,1.5333333333333300
2022-12-12 12:30:00,0.064,WT,glucoseCAA,1,2021-09-02,0.0
2022-12-12 12:49:00,0.098,WT,glucoseCAA,1,2021-09-02,0.31666666666666700
2022-12-12 13:20:00,0.188,WT,glucoseCAA,1,2021-09-02,0.8333333333333330
2022-12-12 13:40:00,0.267,WT,glucoseCAA,1,2021-09-02,1.1666666666666700
2022-12-12 12:30:00,0.064,WT,glucoseCAA,1,2021-09-14,0.0
2022-12-12 12:49:00,0.098,WT,glucoseCAA,1,2021-09-14,0.31666666666666700
2022-12-12 13:20:00,0.188,WT,glucoseCAA,1,2021-09-14,0.8333333333333330
2022-12-12 13:40:00,0.267,WT,glucoseCAA,1,2021-09-14,1.1666666666666700
2022-12-12 13:20:00,0.087,WT,glucoseCAA,1,2022-03-14,0.0
2022-12-12 13:34:00,0.12,WT,glucoseCAA,1,2022-03-14,0.23333333333333300
2022-12-12 13:46:00,0.154,WT,glucoseCAA,1,2022-03-14,0.43333333333333300
2022-12-12 14:02:00,0.198,WT,glucoseCAA,1,2022-03-14,0.7
2022-12-12 14:22:00,0.279,WT,glucoseCAA,1,2022-03-14,1.0333333333333300
2022-12-12 14:30:00,0.326,WT,glucoseCAA,1,2022-03-14,1.1666666666666700
2022-12-12 14:38:00,0.377,WT,glucoseCAA,1,2022-03-14,1.3
2022-12-12 11:53:00,0.112,WT,glucoseCAA,1,2022-03-15,0.0
2022-12-12 12:15:00,0.173,WT,glucoseCAA,1,2022-03-15,0.36666666666666700
2022-12-12 12:25:00,0.205,WT,glucoseCAA,1,2022-03-15,0.5333333333333330
2022-12-12 12:47:00,0.316,WT,glucoseCAA,1,2022-03-15,0.9
2022-12-12 13:02:00,0.042,WT,glycerol,1,2020-07-10,0.0
2022-12-12 13:32:00,0.06,WT,glycerol,1,2020-07-10,0.5
2022-12-12 14:17:00,0.1,WT,glycerol,1,2020-07-10,1.25
2022-12-12 14:46:00,0.138,WT,glycerol,1,2020-07-10,1.7333333333333300
